시군명,사업장명,영업상태명,WGS84위도,WGS84경도
화성시,신동물메디컬센터,정상,37.1311906066,126.9150865418
화성시,메타 동물의료센터,정상,37.1999949857,127.0734861291
화성시,서수원동물병원,정상,37.2213379932,126.9504376693
화성시,센트럴동물병원,정상,37.2081008718,127.0641993771
화성시,누리동물병원,정상,37.1942213423,127.0747017091
화성시,홍익메디칼동물병원,정상,37.0863440558,126.8201871838
화성시,동탄동물병원,정상,37.2096423398,127.0593444535
화성시,아시아동물병원,정상,37.0791831987,126.9421500028
화성시,현대동물병원,정상,37.2085521023,126.8132096848
화성시,우동물병원,정상,37.08306832,126.8179887374
화성시,한빛동물병원,정상,37.2108276182,126.8201538915
화성시,협동동물병원,정상,37.2222632912,126.9517046615
화성시,홍익동물병원,정상,37.0863440558,126.8201871838
화성시,조암동물병원,정상,37.0840394587,126.8207140671
화성시,오입력,정상,37.2103552,126.8321093
화성시,서울대동물종합병원,정상,37.2054773136,127.0379119626
화성시,해솔동물병원,정상,37.2187862589,127.0579161755
화성시,동탄중앙동물병원,정상,37.2003204054,127.1131382572
화성시,강남동물병원,정상,37.125720066,126.9208023611
화성시,동탄시티동물의료센터,정상,37.2093540384,127.0618142295
화성시,다정동물병원,정상,37.1999143346,127.042216617
화성시,향남메디동물병원,정상,37.1316802457,126.9230311069
화성시,24시핸즈동물의료센터,정상,37.197350355,127.0982682615
화성시,성균동물병원,정상,37.228416868,126.9708687094
화성시,수원화성오산축산농협 동물병원,정상,37.1546721487,126.8477074371
화성시,수성동물병원,정상,37.2052272801,126.8072446456
화성시,이리온 동물병원(병점점),정상,37.2037240986,127.0367619429
화성시,아인스 동물병원,정상,37.1816570447,127.1258623841
화성시,스마트 동물병원,정상,37.208742,127.0631169
화성시,정남동물병원,정상,37.1650553,126.9840349
화성시,수 동물병원,정상,37.156853494,126.8018188163
화성시,이루다 동물메디컬센터,정상,37.2107879241,126.8321905571
화성시,퍼스트동물병원,정상,37.1994743543,127.0617361226
화성시,우리동물병원,정상,37.2087813415,126.8154389973
화성시,한마음동물병원,정상,37.1314024914,126.9105478489
화성시,국제동물병원,정상,37.2085521023,126.8132096848
화성시,팜쉴드 동물병원,정상,37.0675107132,126.9161158413
화성시,보바인 동물병원,정상,37.0863719962,126.8282542608
화성시,중부동물병원,정상,37.1586505479,126.8548810786
화성시,파트너 동물의료센터,정상,37.2080005192,127.1104281412
화성시,고려동물병원,정상,37.2221325985,126.9745759229
화성시,숲속동물병원,정상,37.2852671232,126.8175218809
화성시,송산종합동물병원,정상,37.2146637497,126.736672703
화성시,리더스동물병원,정상,37.2004884201,127.1149065641
화성시,누리팜 산업동물병원,정상,37.0324615601,126.8531841182
화성시,힐링동물의료센터,정상,37.2363133894,127.0613876641
화성시,쥬만지동물의료센터,정상,37.2027161711,127.1237187922
화성시,S동물의료센터,정상,37.2088181193,127.0631471626
화성시,스마트동물병원(병점점),정상,37.213599746,127.0404321011
