시군명,읍면동명,등록동물수(마리),(등록주체)시군구등록,(등록주체)대행업체등록,(등록주체)기타,(RFID종류)내장형,(RFID종류)외장형,(RFID종류)인식표,등록품종수,등록소유자수,동물소유자당등록동물수,해당동의등록대행업체수,데이터기준일자
이천시,장록동,53,8.0,45.0,0.0,21,24,8,21.0,32.0,1.66,0.0,2022-07-29
이천시,장호원읍,698,114.0,584.0,0.0,360,217,121,56.0,431.0,1.62,1.0,2022-07-29
이천시,중리동,481,36.0,445.0,0.0,259,172,50,48.0,358.0,1.34,1.0,2022-07-29
이천시,증일동,76,0.0,76.0,0.0,35,39,2,19.0,56.0,1.36,0.0,2022-07-29
이천시,증포동,982,53.0,929.0,0.0,490,419,73,52.0,768.0,1.28,1.0,2022-07-29
이천시,진리동,43,2.0,41.0,0.0,26,15,2,14.0,27.0,1.59,2.0,2022-07-29
이천시,창전동,1173,49.0,1124.0,0.0,651,445,77,60.0,902.0,1.3,5.0,2022-07-29
이천시,호법면,315,34.0,281.0,0.0,157,123,35,50.0,205.0,1.54,0.0,2022-07-29
파주시,검산동,246,9.0,237.0,0.0,142,89,15,31.0,171.0,1.44,0.0,2021-06-16
파주시,광탄면,591,41.0,549.0,1.0,355,187,49,57.0,332.0,1.78,0.0,2021-06-16
파주시,교하동,204,4.0,200.0,0.0,122,77,5,23.0,48.0,4.25,3.0,2021-06-16
파주시,교하읍,509,0.0,509.0,0.0,505,4,0,39.0,410.0,1.24,0.0,2021-06-16
파주시,군내면,6,0.0,6.0,0.0,2,4,0,3.0,5.0,1.2,0.0,2021-06-16
파주시,금능동,43,1.0,42.0,0.0,28,15,0,15.0,36.0,1.19,0.0,2021-06-16
파주시,금릉동,164,6.0,158.0,0.0,102,54,8,33.0,118.0,1.39,1.0,2021-06-16
파주시,금촌동,2809,120.0,2689.0,0.0,1707,899,203,81.0,2086.0,1.35,7.0,2021-06-16
파주시,다율동,461,19.0,442.0,0.0,259,165,37,46.0,351.0,1.31,0.0,2021-06-16
파주시,당하동,72,4.0,68.0,0.0,46,19,7,19.0,44.0,1.64,0.0,2021-06-16
파주시,동패동,2056,41.0,2014.0,1.0,1134,801,121,66.0,1513.0,1.36,1.0,2021-06-16
파주시,맥금동,23,6.0,17.0,0.0,10,9,4,9.0,21.0,1.1,0.0,2021-06-16
파주시,목동동,2682,70.0,2612.0,0.0,1592,911,179,85.0,2049.0,1.31,5.0,2021-06-16
파주시,문발동,501,7.0,494.0,0.0,303,174,24,55.0,357.0,1.4,0.0,2021-06-16
파주시,문산읍,2236,68.0,2166.0,2.0,1231,885,120,78.0,1591.0,1.41,3.0,2021-06-16
파주시,법원읍,592,24.0,565.0,3.0,395,154,43,50.0,353.0,1.68,0.0,2021-06-16
파주시,산남동,135,8.0,127.0,0.0,88,38,9,42.0,75.0,1.8,0.0,2021-06-16
파주시,상지석동,298,9.0,289.0,0.0,169,101,28,44.0,197.0,1.51,0.0,2021-06-16
파주시,서패동,30,0.0,30.0,0.0,23,7,0,12.0,20.0,1.5,0.0,2021-06-16
파주시,송촌동,55,1.0,54.0,0.0,45,10,0,15.0,19.0,2.89,0.0,2021-06-16
파주시,신촌동,44,2.0,42.0,0.0,20,17,7,23.0,28.0,1.57,0.0,2021-06-16
파주시,아동동,819,33.0,786.0,0.0,454,280,85,47.0,616.0,1.33,0.0,2021-06-16
파주시,야당동,2818,59.0,2757.0,2.0,1749,853,216,81.0,1998.0,1.41,6.0,2021-06-16
파주시,야동동,267,9.0,257.0,1.0,153,98,16,39.0,206.0,1.3,0.0,2021-06-16
파주시,연다산동,32,4.0,28.0,0.0,16,14,2,15.0,20.0,1.6,0.0,2021-06-16
파주시,오도동,48,0.0,48.0,0.0,30,16,2,17.0,22.0,2.18,0.0,2021-06-16
파주시,와동동,2575,43.0,2530.0,2.0,1690,726,159,71.0,1439.0,1.79,3.0,2021-06-16
파주시,월롱면,395,16.0,378.0,1.0,244,127,24,55.0,257.0,1.54,0.0,2021-06-16
파주시,적성면,224,18.0,206.0,0.0,134,62,28,41.0,167.0,1.34,0.0,2021-06-16
파주시,조리읍,1354,87.0,1267.0,0.0,735,461,158,65.0,959.0,1.41,0.0,2021-06-16
파주시,진동면,7,0.0,7.0,0.0,7,0,0,5.0,3.0,2.33,0.0,2021-06-16
파주시,탄현면,888,60.0,827.0,1.0,524,282,82,70.0,558.0,1.59,0.0,2021-06-16
파주시,파주읍,700,45.0,654.0,1.0,404,199,97,52.0,419.0,1.67,0.0,2021-06-16
파주시,파평면,134,6.0,128.0,0.0,72,51,11,25.0,75.0,1.79,0.0,2021-06-16
파주시,하지석동,39,3.0,36.0,0.0,23,16,0,16.0,21.0,1.86,0.0,2021-06-16
평택시,가재동,186,49.0,137.0,0.0,72,57,57,28.0,126.0,1.48,,2021-08-25
평택시,고덕면,1245,381.0,864.0,0.0,483,350,412,73.0,787.0,1.58,,2021-08-25
평택시,군문동,210,28.0,182.0,0.0,111,65,34,36.0,159.0,1.32,,2021-08-25
평택시,도일동,102,46.0,55.0,1.0,31,23,48,26.0,61.0,1.67,,2021-08-25
평택시,독곡동,564,78.0,485.0,1.0,289,178,97,42.0,409.0,1.38,,2021-08-25
평택시,동삭동,1391,142.0,1249.0,0.0,765,419,207,65.0,1031.0,1.35,,2021-08-25
평택시,모곡동,13,5.0,8.0,0.0,5,3,5,7.0,10.0,1.3,,2021-08-25
평택시,비전동,3168,393.0,2774.0,1.0,1604,1090,474,84.0,2450.0,1.29,,2021-08-25
평택시,서정동,2905,299.0,2600.0,6.0,1579,897,429,77.0,2074.0,1.4,,2021-08-25
평택시,서탄면,259,84.0,174.0,1.0,100,72,87,48.0,174.0,1.49,,2021-08-25
평택시,세교동,1314,197.0,1117.0,0.0,624,450,240,64.0,996.0,1.32,,2021-08-25
평택시,소사동,426,79.0,347.0,0.0,207,118,101,44.0,320.0,1.33,,2021-08-25
평택시,신대동,52,13.0,39.0,0.0,26,13,13,14.0,36.0,1.44,,2021-08-25
평택시,신장동,1388,135.0,1252.0,1.0,778,408,202,67.0,969.0,1.43,,2021-08-25
평택시,안중읍,2081,312.0,1769.0,0.0,972,741,368,85.0,1529.0,1.36,,2021-08-25
평택시,오성면,543,277.0,266.0,0.0,150,106,287,54.0,315.0,1.72,,2021-08-25
평택시,용이동,1652,209.0,1443.0,0.0,848,540,264,73.0,1272.0,1.3,,2021-08-25
평택시,월곡동,43,4.0,37.0,2.0,15,22,6,19.0,25.0,1.72,,2021-08-25
평택시,유천동,37,9.0,28.0,0.0,20,8,9,13.0,26.0,1.42,,2021-08-25
평택시,이충동,1457,143.0,1314.0,0.0,699,572,186,60.0,1115.0,1.31,,2021-08-25
평택시,장당동,455,35.0,420.0,0.0,229,177,49,39.0,373.0,1.22,,2021-08-25
평택시,장안동,335,59.0,275.0,1.0,158,103,74,35.0,259.0,1.29,,2021-08-25
평택시,죽백동,680,104.0,576.0,0.0,327,218,135,53.0,515.0,1.32,,2021-08-25
평택시,지산동,1662,223.0,1439.0,0.0,889,519,254,72.0,1231.0,1.35,,2021-08-25
평택시,지제동,60,16.0,44.0,0.0,24,19,17,21.0,36.0,1.67,,2021-08-25
평택시,진위면,777,240.0,537.0,0.0,298,224,255,59.0,488.0,1.59,,2021-08-25
평택시,청룡동,22,4.0,18.0,0.0,7,11,4,9.0,15.0,1.47,,2021-08-25
평택시,청북면,195,10.0,185.0,0.0,79,102,14,30.0,145.0,1.34,,2021-08-25
평택시,청북읍,1137,236.0,901.0,0.0,491,358,288,62.0,767.0,1.48,,2021-08-25
평택시,칠괴동,94,13.0,81.0,0.0,35,42,17,24.0,61.0,1.54,,2021-08-25
평택시,칠원동,336,53.0,283.0,0.0,160,96,80,36.0,232.0,1.45,,2021-08-25
평택시,통복동,450,58.0,390.0,2.0,203,174,73,45.0,353.0,1.27,,2021-08-25
평택시,팽성읍,1748,400.0,1346.0,2.0,832,452,464,85.0,1193.0,1.47,,2021-08-25
평택시,평택동,402,44.0,358.0,0.0,217,127,58,46.0,290.0,1.39,,2021-08-25
평택시,포승읍,1310,168.0,1141.0,1.0,620,491,199,64.0,934.0,1.4,,2021-08-25
평택시,합계,30234,4805.0,25409.0,20.0,14683,9733,5818,148.0,21859.0,1.38,,2021-08-25
평택시,합정동,1245,177.0,1067.0,1.0,638,395,212,61.0,903.0,1.38,,2021-08-25
평택시,현덕면,290,82.0,208.0,0.0,98,93,99,40.0,180.0,1.61,,2021-08-25
포천시,가산면,598,1.0,597.0,0.0,422,120,56,59.0,242.0,2.47,0.0,2021-08-24
포천시,관인면,139,1.0,138.0,0.0,46,43,50,23.0,91.0,1.53,0.0,2021-08-24
포천시,군내면,739,3.0,735.0,1.0,423,94,222,58.0,351.0,2.1,1.0,2021-08-24
포천시,내촌면,257,7.0,250.0,0.0,136,58,63,38.0,129.0,1.99,0.0,2021-08-24
포천시,동교동,73,0.0,73.0,0.0,52,18,3,25.0,40.0,1.83,0.0,2021-08-24
포천시,선단동,858,10.0,847.0,1.0,623,129,106,54.0,532.0,1.61,1.0,2021-08-24
포천시,설운동,68,0.0,68.0,0.0,43,7,18,20.0,38.0,1.79,0.0,2021-08-24
포천시,소흘읍,3892,15.0,3876.0,1.0,2679,1013,200,86.0,1712.0,2.27,3.0,2021-08-24
포천시,신북면,951,6.0,942.0,3.0,625,102,224,63.0,530.0,1.79,0.0,2021-08-24
포천시,신읍동,1292,11.0,1281.0,0.0,942,116,234,57.0,842.0,1.53,2.0,2021-08-24
포천시,어룡동,195,2.0,193.0,0.0,138,25,32,37.0,95.0,2.05,0.0,2021-08-24
포천시,영북면,427,8.0,419.0,0.0,229,104,94,45.0,286.0,1.49,0.0,2021-08-24
포천시,영중면,489,18.0,470.0,1.0,311,58,120,40.0,160.0,3.06,0.0,2021-08-24
포천시,이동면,339,6.0,332.0,1.0,162,68,109,42.0,198.0,1.71,0.0,2021-08-24
포천시,일동면,509,7.0,502.0,0.0,280,65,164,54.0,306.0,1.66,0.0,2021-08-24
포천시,자작동,63,0.0,63.0,0.0,34,13,16,12.0,32.0,1.97,0.0,2021-08-24
포천시,창수면,135,0.0,133.0,2.0,93,8,34,28.0,52.0,2.6,0.0,2021-08-24
포천시,화현면,144,0.0,142.0,2.0,73,17,54,28.0,83.0,1.73,0.0,2021-08-24
하남시,감북동,160,22.0,138.0,0.0,82,54,24,32.0,106.0,1.51,,2022-07-31
하남시,감이동,333,16.0,317.0,0.0,180,124,29,37.0,270.0,1.23,,2022-07-31
하남시,감일동,302,19.0,282.0,1.0,159,109,34,43.0,211.0,1.43,,2022-07-31
하남시,광암동,40,9.0,31.0,0.0,23,9,8,17.0,23.0,1.74,,2022-07-31
하남시,교산동,52,6.0,46.0,0.0,27,18,7,17.0,34.0,1.53,,2022-07-31
하남시,덕풍동,4431,178.0,4248.0,5.0,2816,1366,249,88.0,3353.0,1.32,,2022-07-31
하남시,망월동,4056,131.0,3925.0,0.0,2100,1692,264,94.0,3110.0,1.3,,2022-07-31
하남시,미사동,94,6.0,88.0,0.0,52,37,5,30.0,57.0,1.65,,2022-07-31
하남시,배알미동,13,0.0,13.0,0.0,8,5,0,8.0,8.0,1.63,,2022-07-31
하남시,상사창동,67,16.0,51.0,0.0,27,24,16,26.0,43.0,1.56,,2022-07-31
하남시,상산곡동,151,21.0,130.0,0.0,92,37,22,34.0,88.0,1.72,,2022-07-31
하남시,선동,880,35.0,845.0,0.0,455,361,64,43.0,705.0,1.25,,2022-07-31
하남시,신장동,2582,104.0,2478.0,0.0,1694,732,156,75.0,1961.0,1.32,,2022-07-31
하남시,창우동,1033,63.0,970.0,0.0,676,287,70,56.0,791.0,1.3,,2022-07-31
하남시,천현동,222,8.0,212.0,2.0,148,63,11,37.0,157.0,1.41,,2022-07-31
하남시,초이동,209,56.0,153.0,0.0,84,68,57,29.0,96.0,2.18,,2022-07-31
하남시,초일동,115,46.0,69.0,0.0,47,19,49,24.0,54.0,2.13,,2022-07-31
하남시,춘궁동,156,38.0,118.0,0.0,74,47,35,32.0,81.0,1.93,,2022-07-31
하남시,풍산동,1249,52.0,1197.0,0.0,696,448,105,59.0,984.0,1.27,,2022-07-31
하남시,하사창동,53,2.0,51.0,0.0,40,13,0,17.0,24.0,2.21,,2022-07-31
하남시,하산곡동,408,216.0,192.0,0.0,130,59,219,45.0,143.0,2.85,,2022-07-31
하남시,학암동,978,17.0,961.0,0.0,495,297,186,58.0,758.0,1.29,,2022-07-31
하남시,항동,50,18.0,32.0,0.0,18,14,18,14.0,28.0,1.79,,2022-07-31
화성시,금곡동,48,4.0,44.0,0.0,25,18,5,17.0,28.0,1.71,0.0,2022-05-31
화성시,기산동,853,36.0,816.0,1.0,408,370,75,52.0,632.0,1.35,0.0,2022-05-31
화성시,기안동,920,27.0,893.0,0.0,561,271,88,54.0,732.0,1.26,1.0,2022-05-31
화성시,남양동,101,4.0,97.0,0.0,41,55,5,26.0,82.0,1.23,0.0,2022-05-31
화성시,남양읍,2295,277.0,2015.0,3.0,1175,820,300,89.0,1610.0,1.43,8.0,2022-05-31
화성시,능동,2942,95.0,2846.0,1.0,1561,1197,184,78.0,2307.0,1.28,4.0,2022-05-31
화성시,동탄면,120,4.0,116.0,0.0,61,56,3,30.0,90.0,1.33,0.0,2022-05-31
화성시,마도면,535,101.0,434.0,0.0,315,153,67,57.0,297.0,1.8,1.0,2022-05-31
화성시,매송면,391,49.0,342.0,0.0,181,136,74,42.0,278.0,1.41,0.0,2022-05-31
화성시,목동,1268,62.0,1205.0,1.0,662,507,99,52.0,984.0,1.29,1.0,2022-05-31
화성시,무송동,2,0.0,2.0,0.0,1,1,0,2.0,2.0,1.0,0.0,2022-05-31
화성시,문호동,1,0.0,1.0,0.0,0,1,0,1.0,1.0,1.0,0.0,2022-05-31
화성시,반송동,4383,123.0,4259.0,1.0,2514,1664,205,89.0,3459.0,1.27,11.0,2022-05-31
화성시,반월동,1549,55.0,1493.0,1.0,810,633,106,64.0,1237.0,1.25,3.0,2022-05-31
화성시,반정동,68,2.0,66.0,0.0,47,16,5,22.0,43.0,1.58,0.0,2022-05-31
화성시,방교동,127,1.0,126.0,0.0,77,44,6,33.0,86.0,1.48,0.0,2022-05-31
화성시,배양동,46,6.0,40.0,0.0,29,9,8,17.0,33.0,1.39,0.0,2022-05-31
화성시,병점동,3086,62.0,3021.0,3.0,1654,1244,188,81.0,2406.0,1.28,5.0,2022-05-31
화성시,봉담읍,5228,197.0,5029.0,2.0,2977,1826,425,94.0,3887.0,1.34,6.0,2022-05-31
화성시,북양동,9,0.0,9.0,0.0,4,5,0,5.0,6.0,1.5,0.0,2022-05-31
화성시,비봉면,370,53.0,316.0,1.0,194,116,60,43.0,225.0,1.64,0.0,2022-05-31
화성시,산척동,1680,106.0,1574.0,0.0,860,643,177,58.0,1296.0,1.3,4.0,2022-05-31
화성시,새솔동,934,77.0,857.0,0.0,435,376,123,52.0,726.0,1.29,3.0,2022-05-31
화성시,서신면,401,42.0,359.0,0.0,239,121,41,53.0,255.0,1.57,0.0,2022-05-31
화성시,석우동,810,26.0,784.0,0.0,478,288,44,53.0,669.0,1.21,0.0,2022-05-31
화성시,송동,417,28.0,389.0,0.0,225,162,30,47.0,344.0,1.21,0.0,2022-05-31
화성시,송림동,10,0.0,10.0,0.0,8,2,0,5.0,2.0,5.0,0.0,2022-05-31
화성시,송산동,636,33.0,602.0,1.0,301,276,59,47.0,447.0,1.42,1.0,2022-05-31
화성시,송산면,601,35.0,565.0,1.0,370,187,44,54.0,386.0,1.56,3.0,2022-05-31
화성시,수화동,3,0.0,3.0,0.0,1,2,0,3.0,2.0,1.5,0.0,2022-05-31
화성시,신남동,16,0.0,16.0,0.0,3,13,0,9.0,14.0,1.14,0.0,2022-05-31
화성시,신동,4,0.0,4.0,0.0,4,0,0,4.0,3.0,1.33,0.0,2022-05-31
화성시,신외동,1,1.0,0.0,0.0,0,1,0,1.0,1.0,1.0,0.0,2022-05-31
화성시,안녕동,881,52.0,827.0,2.0,461,337,83,58.0,600.0,1.47,0.0,2022-05-31
화성시,안석동,2,0.0,2.0,0.0,0,2,0,2.0,2.0,1.0,0.0,2022-05-31
화성시,양감면,313,59.0,251.0,3.0,121,121,71,37.0,158.0,1.98,1.0,2022-05-31
화성시,영천동,2083,66.0,2017.0,0.0,1177,751,155,59.0,1421.0,1.47,7.0,2022-05-31
화성시,오산동,1289,48.0,1241.0,0.0,654,535,100,65.0,1004.0,1.28,1.0,2022-05-31
화성시,우정읍,1116,86.0,1029.0,1.0,642,377,97,69.0,708.0,1.58,2.0,2022-05-31
화성시,원천동,3,0.0,3.0,0.0,2,0,1,3.0,2.0,1.5,0.0,2022-05-31
화성시,장덕동,4,0.0,4.0,0.0,1,3,0,2.0,3.0,1.33,0.0,2022-05-31
화성시,장안면,788,97.0,690.0,1.0,463,217,108,60.0,400.0,1.97,0.0,2022-05-31
화성시,장전동,2,0.0,2.0,0.0,0,2,0,2.0,1.0,2.0,0.0,2022-05-31
화성시,장지동,1214,60.0,1154.0,0.0,627,487,100,59.0,909.0,1.34,1.0,2022-05-31
화성시,정남면,772,59.0,712.0,1.0,392,308,72,64.0,503.0,1.53,1.0,2022-05-31
화성시,중동,40,21.0,19.0,0.0,7,11,22,12.0,10.0,4.0,0.0,2022-05-31
화성시,진안동,1856,53.0,1802.0,1.0,962,756,138,75.0,1360.0,1.36,3.0,2022-05-31
화성시,청계동,2046,90.0,1956.0,0.0,1052,879,115,66.0,1679.0,1.22,4.0,2022-05-31
화성시,팔탄면,753,87.0,665.0,1.0,345,305,103,62.0,412.0,1.83,1.0,2022-05-31
화성시,향남읍,5180,314.0,4863.0,3.0,2110,2584,486,103.0,3719.0,1.39,6.0,2022-05-31
화성시,활초동,15,0.0,15.0,0.0,4,11,0,7.0,11.0,1.36,0.0,2022-05-31
화성시,황계동,52,16.0,36.0,0.0,19,13,20,15.0,24.0,2.17,0.0,2022-05-31
